subject,modeldate,party,startdate,enddate,pollster,grade,samplesize,population,weight,influence,multiversions,tracking,url,approve,disapprove,approve_adjusted,disapprove_adjusted,timestamp
Trump,4/1/2020,R,3/24/2020,3/26/2020,Morning Consult,B/C,689,a,.242119,.1901571,"","",https://morningconsult.com/wp-content/uploads/2020/03/200394_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf,85,11,84.3616,12.27753,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/24/2020,3/25/2020,SurveyUSA,A,333,a,.6556332,.5272972,"","",http://www.surveyusa.com/client/PollReport.aspx?g=a6354d34-2350-49a3-b360-8772ca176a2d,91,8,90.11488,8.902793,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/24/2020,3/26/2020,Harris Insights & Analytics,C+,782,rv,.503671,.4001517,*,"",https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_March2020_RegisteredVoters_Crosstabs.pdf,80.5,19.5,81.34045,16.62183,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/23/2020,3/26/2020,Global Strategy Group/GBA Strategies,"",90.45,rv,.0814744,.0650311,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.26.20.pdf,87,11,87.64835,10.87358,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/25/2020,3/26/2020,YouGov,B-,355,a,.2482324,.2064978,"","",https://docs.cdn.yougov.com/69501vybsd/20200326_yahoo_coronavirus_crosstabs.pdf,84,13,83.92201,14.10262,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/24/2020,3/27/2020,Global Strategy Group/GBA Strategies,"",89.425,rv,.0804843,.0675173,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.27.20.pdf,85,13,85.64835,12.87358,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/26/2020,3/27/2020,Harris Insights & Analytics,C+,303,rv,.2076035,.181814,"","",https://thehill.com/hilltv/what-americas-thinking/489920-poll-trumps-approval-on-coronavirus-drops-after-calls-to-reopen,76,24,76.84045,21.12183,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/25/2020,3/30/2020,Global Strategy Group/GBA Strategies,"",61.02,rv,.0553993,.0509454,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.30.20.pdf,85,14,85.64835,13.87358,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/27/2020,3/29/2020,Morning Consult,B/C,694,a,.2803671,.255772,"","",https://morningconsult.com/wp-content/uploads/2020/03/2003102_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf,85,11,84.3616,12.27753,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/27/2020,3/30/2020,Selzer & Co.,A+,333,a,.7495553,.7204483,"","",https://www.grinnell.edu/sites/default/files/docs/2020-03/GCNP%20April%202020%20Toplines%20and%20Methodology.pdf,86,10,86.04425,10.44373,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/28/2020,3/30/2020,Civiqs,"",406.35,a,.5464757,.5252547,"","",https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_03B_x2nf9sb.pdf,89,7,88.34194,8.186685,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/26/2020,3/31/2020,Global Strategy Group/GBA Strategies,"",366.12,rv,.335041,.3215759,"",T,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F03.31.20.pdf,83,14,83.64835,13.87358,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/29/2020,3/31/2020,YouGov,B-,399,a,.3192843,.3192843,"","",https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf,89,10,88.92201,11.10262,14:11:28  1 Apr 2020
Trump,4/1/2020,all,2/2/2020,2/4/2020,YouGov,B-,1500,a,.7080148,0,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/73jqd6u5mv/econTabReport.pdf,41,30,43.08269,31.41722,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/7/2020,2/9/2020,Morning Consult,B/C,2200,a,.7871881,0,"","",https://morningconsult.com/wp-content/uploads/2020/02/200214_crosstabs_CORONAVIRUS_Adults_v4_JB.pdf,57,22,54.99294,26.17846,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/9/2020,2/11/2020,YouGov,B-,1500,a,.5624948,0,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/79zfxkws33/econTabReport.pdf,39,29,41.08269,30.41722,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/16/2020,2/18/2020,YouGov,B-,1500,a,.4546001,.0063911,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m3wzkd0n59/econTabReport.pdf,39,32,41.08269,33.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/23/2020,2/25/2020,YouGov,B-,1500,a,.396104,.0182773,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zye3phsf7t/econTabReport.pdf,39,31,41.08269,32.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/24/2020,2/26/2020,Morning Consult,B/C,2200,a,.3496334,.0174311,"","",https://morningconsult.com/wp-content/uploads/2020/02/200260_crosstabs_CORONAVIRUS_Adults_v2_JB.pdf,54,27,51.99294,31.17846,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/26/2020,2/28/2020,YouGov,B-,1000,a,.2483938,.0151184,"","",https://projects.fivethirtyeight.com/polls/20200318_National_HPYouGov_coronavirus_2.pdf,45,38,47.08269,39.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/26/2020,2/28/2020,Harris Insights & Analytics,C+,2592,rv,.8129717,.0465757,"","",https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_February2020_RegisteredVoters_Crosstabs.pdf,48,52,45.99403,49.86555,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/28/2020,3/1/2020,Morning Consult,B/C,2201,a,.2999091,.02189,"","",https://morningconsult.com/wp-content/uploads/2020/03/200271_crosstabs_CORONAVIRUS_Adults_v2_JB-1.pdf,48,35,45.99294,39.17846,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/1/2020,3/3/2020,YouGov,B-,1500,a,.348585,.0346181,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3rdraw493c/econTabReport.pdf,37,47,39.08269,48.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/2/2020,3/3/2020,Ipsos,B-,1115,a,.5204707,.0562632,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline_reuters_coronavirus_03_03_2020.pdf,38,47,38.94544,47.25977,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/3/2020,3/5/2020,Morning Consult,B/C,1990,rv,.2424305,.0326398,"","",https://morningconsult.com/wp-content/uploads/2020/03/200311_crosstabs_CORONAVIRUS_RVs_v3_YW.pdf,44,42,41.99294,46.17846,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/2/2020,3/8/2020,SurveyMonkey,D-,2593,a,.6183226,.1228551,"","",https://www.surveymonkey.com/curiosity/nyt-march-2020-cci/,47,48,45.83945,47.46449,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/4/2020,3/7/2020,SSRS,A/B,1211,a,1.62091,.3512351,"","","https://cdn.cnn.com/cnn/2020/images/03/09/rel2b.-.trump,.coronavirus.pdf",41,48,41.93311,47.61788,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/6/2020,3/8/2020,Global Strategy Group/GBA Strategies,"",1000,rv,.5999113,.1100753,"","",https://navigatorresearch.org/wp-content/uploads/2020/03/March-2020-Navigator-Coronavirus-Toplines.pdf,42,49,42.5826,48.48557,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/5/2020,3/8/2020,Quinnipiac University,B+,1261,rv,1.756199,.4121609,"","",https://poll.qu.edu/national/release-detail?ReleaseID=3657,43,49,43.35857,48.36467,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/6/2020,3/9/2020,Morning Consult,B/C,2200,a,.2457322,.0491187,"","",https://morningconsult.com/wp-content/uploads/2020/03/200326_crosstabs_CORONAVIRUS_Adults_v4_JB.pdf,42,43,39.99294,47.17846,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/8/2020,3/9/2020,Harris Insights & Analytics,C+,1001,rv,.225364,.0446214,"","",https://thehill.com/hilltv/what-americas-thinking/487327-poll-trump-sees-high-marks-on-the-economy-low-marks-on-handling,47,53,44.99403,50.86555,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/8/2020,3/10/2020,YouGov,B-,1500,a,.3057754,.0633789,"","",https://docs.cdn.yougov.com/vrbl9mmctz/econTabReport.pdf,41,43,43.08269,44.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/9/2020,3/10/2020,Ipsos,B-,1113,a,.3581985,.0862469,"","",https://www.ipsos.com/en-us/news-polls/reuters-ipsos-data-core-political-2020-03-11,39,49,39.94544,49.25977,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/9/2020,3/11/2020,Change Research,C,1541,lv,.8750949,.2173091,"","",https://www.cnbc.com/2020/03/15/americans-worry-coronavirus-will-cause-recession-cnbcchange-research-poll.html,42,58,43.63643,54.05664,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/10/2020,3/11/2020,YouGov,B-,1635,a,.3199129,.0777191,"","",https://docs.cdn.yougov.com/ap1p15w9nv/20200311_yahoo_coronavirus_crosstabs.pdf,41,46,43.08269,47.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/10/2020,3/12/2020,YouGov,B-,1000,a,.1956654,.0475346,"","",https://big.assets.huffingtonpost.com/athena/files/2020/03/17/5e70fe10c5b63c3b6485b422.pdf,44,43,46.08269,44.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/11/2020,3/12/2020,Ipsos,B-,502,a,.1519819,.0424284,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline-abc-news-coronavirus-031320.pdf,43,54,43.94544,54.25977,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/10/2020,3/14/2020,Morning Consult,B/C,2200,a,.2341827,.0621165,"","",https://morningconsult.com/wp-content/uploads/2020/03/200333_crosstabs_CORONAVIRUS_Adults_v3_JB-2.pdf,43,42,40.99294,46.17846,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/12/2020,3/12/2020,SurveyUSA,A,850,a,1.311289,.407834,"","",http://www.surveyusa.com/client/PollTrack.aspx?g=41b2a625-ff4d-4ffa-99b2-de9cc09cdd58,46,46,45.07579,47.56491,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/11/2020,3/13/2020,NBC News/Wall Street Journal,A/B,900,rv,1.501512,.4875177,"","",https://www.documentcloud.org/documents/6810602-200149-NBCWSJ-March-Poll-Final-3-14-20-Release.html,45,51,45.18037,49.93549,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/13/2020,3/14/2020,Marist College,A+,835,a,1.684856,.6076981,"","",http://maristpoll.marist.edu/wp-content/uploads/2020/03/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_2003151338.pdf,44,49,44.71004,48.50417,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/13/2020,3/15/2020,YouGov,B-,1000,a,.1923096,.0564801,"","",https://big.assets.huffingtonpost.com/athena/files/2020/03/17/5e70fe10c5b60fb69ddf0b8d.pdf,44,43,46.08269,44.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/13/2020,3/16/2020,Morning Consult,B/C,1986,rv,.2054479,.0654641,"","",https://morningconsult.com/wp-content/uploads/2020/03/200346_crosstabs_CORONAVIRUS_TREND_RVs_v3_JB-1.pdf,47,43,44.99294,47.17846,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/14/2020,3/15/2020,Harris Insights & Analytics,C+,2050,a,.3621977,.1170569,"","",https://theharrispoll.com/wp-content/uploads/2020/03/Harris-Poll-COVID19-Tabs_Wave-2.pdf,51,49,48.99403,46.86555,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/16/2020,3/16/2020,Morning Consult,B/C,1986,rv,.2060422,.0745332,"","",https://morningconsult.com/wp-content/uploads/2020/03/200346_crosstabs_POLITICO_RVs_v1_AUTO.pdf,41,51,38.99294,55.17846,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/15/2020,3/17/2020,YouGov,B-,1500,a,.2855273,.1020916,"","",https://docs.cdn.yougov.com/fcdckgt368/econTabReport.pdf,45,46,47.08269,47.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/16/2020,3/17/2020,Ipsos,B-,1115,a,.3011882,.1279519,"","",https://fingfx.thomsonreuters.com/gfx/mkt/13/3563/3524/Topline%20Reuters%20Coronavirus%2003%2017%202020.pdf,47,47,47.94544,47.25977,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/17/2020,3/18/2020,Harris Insights & Analytics,C+,2019,a,.3356083,.1548706,"","",https://theharrispoll.com/wp-content/uploads/2020/03/j17063-QCovid-PropWtd-Ban12-Sec1-23-Mar-2020.pdf,56,44,53.99403,41.86555,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/13/2020,3/22/2020,Gallup,B,1020,a,1.309195,.6482854,"","",https://news.gallup.com/poll/298313/president-trump-job-approval-rating.aspx,60,38,56.29918,40.75245,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/16/2020,3/19/2020,American Research Group,B,1100,a,1.336859,.6619843,"","",https://americanresearchgroup.com/economy/,41,55,43.19418,52.46878,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/18/2020,3/19/2020,Ipsos,B-,512,a,.1351906,.0688972,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline-abc-news-coronavirus-032020.pdf,55,43,55.94544,43.25977,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/17/2020,3/20/2020,Morning Consult,B/C,1851,rv,.1980392,.0969412,"","",https://morningconsult.com/wp-content/uploads/2020/03/200371_crosstabs_CORONAVIRUS_TREND_PARTIALS_RVs_v2_JB.pdf,53,39,50.99294,43.17846,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/18/2020,3/19/2020,SurveyUSA,A,1000,a,1.466708,.7735916,"","",http://www.surveyusa.com/client/PollReport.aspx?g=982bb407-60fd-42bc-ac07-080c7af879b2,51,40,50.07579,41.56491,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/18/2020,3/19/2020,Emerson College,A-,1100,rv,1.851708,.9888328,"","",https://emersonpolling.reportablenews.com/pr/march-national-poll-70-of-americans-worried-about-catching-coronavirus,49.1,41.4,48.86404,43.09928,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/18/2020,3/22/2020,Monmouth University,A+,851,a,1.889888,1.08261,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_032320.pdf/,50,45,49.60418,45.52253,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/19/2020,3/22/2020,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,1.03403,.6324915,"","",https://www.rasmussenreports.com/platinum/political_tracking_crosstabs/march_2020/crosstabs_trump_response_to_coronavirus_march_19_and_22_2020,45,54,46.21304,51.76455,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/20/2020,3/22/2020,YouGov,B-,1000,a,.1938282,.1118375,"","",https://big.assets.huffingtonpost.com/athena/files/2020/03/24/5e7a4240c5b63c3b6498205f.pdf,49,42,51.08269,43.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/18/2020,3/24/2020,Ipsos,B-,4428,a,1.147323,.6815304,"","",https://fingfx.thomsonreuters.com/gfx/mkt/13/3885/3841/Topline%20Reuters%20Coronavirus%2003%2024%202020.pdf,49,44,49.94544,44.25977,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/20/2020,3/22/2020,Morning Consult,B/C,2200,a,.2450673,.1404362,"","",https://morningconsult.com/wp-content/uploads/2020/03/200383_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf,49,40,46.99294,44.17846,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/21/2020,3/22/2020,Harris Insights & Analytics,C+,2023,a,.3338493,.2105734,"","",https://theharrispoll.com/wp-content/uploads/2020/03/COVID-19-Tracker_Wave-2-4_tabs.pdf,55,45,52.99403,42.86555,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/20/2020,3/23/2020,Global Strategy Group/GBA Strategies,"",259.5,rv,.115698,.0724073,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.23.20.pdf,52,42,52.5826,41.48557,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/20/2020,3/24/2020,Echelon Insights,"",1000,rv,.6275422,.4067684,"","",http://echeloninsights.com/wp-content/uploads/Omnibus_March-2020_COVID.pdf,52,44,50.91713,45.24216,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/21/2020,3/23/2020,YouGov,B-,2190,a,.4281579,.2653378,"","",https://drive.google.com/file/d/1TofJVeuCbZN8cRGBN97kWGqhO6tlQ7VA/view,53,47,55.08269,48.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/19/2020,3/24/2020,Pew Research Center,B/C,11537,a,2.653356,1.72603,"","",https://www.people-press.org/wp-content/uploads/sites/4/2020/03/PP_2020.03.26_Coronavirus-Impact_FINAL.pdf,48,51,48.48862,49.27037,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/21/2020,3/24/2020,Fox News/Beacon Research/Shaw & Co. Research,A-,1011,rv,1.727279,1.190684,"","",https://www.scribd.com/document/453417322/Fox-News-Poll-March-21-24-2020,51,46,50.52513,46.18771,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/22/2020,3/24/2020,YouGov,B-,1500,a,.3007653,.1988027,"","",https://docs.cdn.yougov.com/bfiid7tfh3/econTabReport.pdf,49,44,51.08269,45.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/22/2020,3/23/2020,Harris Insights & Analytics,C+,1002,rv,.1678485,.1126732,"","",https://thehill.com/hilltv/what-americas-thinking/489920-poll-trumps-approval-on-coronavirus-drops-after-calls-to-reopen,56,44,53.99403,41.86555,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/21/2020,3/24/2020,Global Strategy Group/GBA Strategies,"",253,rv,.1112065,.0743468,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.24.20.pdf,52,43,52.5826,42.48557,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/22/2020,3/25/2020,Global Strategy Group/GBA Strategies,"",250.75,rv,.1084443,.0771995,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.25.20.pdf,48,48,48.5826,47.48557,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/22/2020,3/25/2020,ABC News/Washington Post,A+,1003,a,2.112348,1.538155,"","",https://www.washingtonpost.com/context/washington-post-abc-news-poll-march-22-25-2020/974c3312-5a40-4764-afb1-4bb6b86f1cf4/,51,45,50.58079,45.4824,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/24/2020,3/25/2020,SurveyUSA,A,1000,a,1.513737,1.153664,"","",http://www.surveyusa.com/client/PollReport.aspx?g=a6354d34-2350-49a3-b360-8772ca176a2d,53,44,52.07579,45.56491,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/24/2020,3/25/2020,Echelon Insights,"",601,a,.3858185,.294906,"","",https://twitter.com/EchelonInsights/status/1243156456159010817,53,42,51.91713,43.24216,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/24/2020,3/26/2020,Harris Insights & Analytics,C+,2410,rv,.4236601,.3184476,*,"",https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_March2020_RegisteredVoters_Crosstabs.pdf,47,53,44.99403,50.86555,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/23/2020,3/26/2020,McLaughlin & Associates,C/D,1000,lv,.8291193,.6359392,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2020/03/National-Monthly-Omnibus-MARCH-PUBLIC.pdf,53,45,52.00714,45.47551,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/23/2020,3/26/2020,Global Strategy Group/GBA Strategies,"",251.25,rv,.1077503,.0812646,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.26.20.pdf,49,49,49.5826,48.48557,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/24/2020,3/26/2020,Zogby Interactive/JZ Analytics,C,889,lv,.9155299,.7022166,"","",https://zogbyanalytics.com/news/927-the-zogby-poll-voters-give-a-slight-edge-to-trump-versus-biden-in-who-is-better-equipped-to-handle-pandemic-cuomo-is-the-highest-rated-politician-at-handling-the-coronavirus-crisis-trump-rated-higher-than-sanders-and-biden-for-his-response-to-the-pandemic,49,51,49.22894,49.67014,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/24/2020,3/26/2020,Morning Consult,B/C,2200,a,.2807093,.2075697,"","",https://morningconsult.com/wp-content/uploads/2020/03/200394_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf,50,41,47.99294,45.17846,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/24/2020,3/27/2020,Global Strategy Group/GBA Strategies,"",255.5,rv,.109457,.0871018,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.27.20.pdf,47,50,47.5826,49.48557,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/25/2020,3/26/2020,YouGov,B-,1579,a,.3552947,.278706,"","",https://docs.cdn.yougov.com/69501vybsd/20200326_yahoo_coronavirus_crosstabs.pdf,43,49,45.08269,50.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/26/2020,3/27/2020,Harris Insights & Analytics,C+,948,rv,.1827183,.1519755,"","",https://thehill.com/hilltv/what-americas-thinking/489920-poll-trumps-approval-on-coronavirus-drops-after-calls-to-reopen,50,50,47.99403,47.86555,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/26/2020,3/28/2020,Change Research,C,1845,lv,.969527,.8094399,"","",https://www.changeresearch.com/post/national-poll-on-coronavirus,45,55,46.63643,51.05664,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/27/2020,3/29/2020,Morning Consult,B/C,2200,a,.3294268,.2853943,"","",https://morningconsult.com/wp-content/uploads/2020/03/2003102_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf,49,41,46.99294,45.17846,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/25/2020,3/30/2020,Global Strategy Group/GBA Strategies,"",169.5,rv,.0735296,.0645419,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.30.20.pdf,49,48,49.5826,47.48557,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/27/2020,3/30/2020,Selzer & Co.,A+,1009,a,2.192013,2.021771,"","",https://www.grinnell.edu/sites/default/files/docs/2020-03/GCNP%20April%202020%20Toplines%20and%20Methodology.pdf,50,43,49.94197,44.05042,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/26/2020,3/31/2020,Global Strategy Group/GBA Strategies,"",1017,rv,.446149,.4097996,"",T,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F03.31.20.pdf,48,48,48.5826,47.48557,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/28/2020,3/30/2020,Civiqs,"",1505,a,.9560273,.8817776,"","",https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_03B_x2nf9sb.pdf,44,51,45.93457,49.47346,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/29/2020,3/31/2020,YouGov,B-,1500,a,.4114068,.3931494,"","",https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf,50,42,52.08269,43.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,3/30/2020,3/31/2020,Ipsos,B-,1114,a,.440134,.440134,"","",https://www.reuters.com/article/us-usa-election-poll/with-2020-race-all-but-halted-over-coronavirus-biden-quietly-widens-lead-over-trump-reuters-ipsos-poll-idUSKBN21I3K6,48,46,48.94544,46.25977,14:11:29  1 Apr 2020
Trump,4/1/2020,D,2/2/2020,2/4/2020,YouGov,B-,523,a,.5035683,0,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/73jqd6u5mv/econTabReport.pdf,21,51,21.98075,51.42955,14:11:26  1 Apr 2020
